,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
671,25,561,382,927,210033,1663187,15500,1122613,4991,132,2.0,1000,,,12/8/2004 0:00,555E,555,E,,,,Backhoe Loader - Unidentified,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
856,455,69,532,675,214371,1677758,8000,1450460,5060,132,1.0,1000,,,10/6/2005 0:00,T500A,T500,A,,,,Motorgrader - 145.0 to 170.0 Horsepower,Arizona,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
439,683,709,69,496,256372,1778824,28000,1443378,590,132,1.0,1995,,,12/10/2008 0:00,WA250-1,WA250,,-1,,,Wheel Loader - 120.0 to 135.0 Horsepower,Minnesota,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
716,346,955,733,242,144074,1512012,22500,1074424,7464,132,24.0,1974,,,4/27/1990 0:00,D5,D5,,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Mississippi,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
556,85,879,752,602,376193,2724022,16000,1263166,17319,149,1.0,2006,1284.0,Medium,9/21/2010 0:00,T300,T300,,,,,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Washington,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
479,519,353,329,585,121725,1464233,32000,556976,7057,132,1.0,1995,,,9/22/1998 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 2""",None or Unspecified,None or Unspecified,Double,,,,,
938,51,708,848,607,391121,4383554,10000,2311229,17617,172,1.0,2005,897.0,Low,2/16/2009 0:00,HR16,HR16,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
175,856,698,399,455,219439,1687560,16000,1191723,8724,132,1.0,1990,,,9/10/1997 0:00,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",New York,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
695,958,489,819,118,163630,1586258,12500,1402406,22079,132,1.0,2005,,,3/10/2009 0:00,332,332,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
139,68,209,397,558,307443,2259313,62500,973719,3362,136,1.0,1990,0.0,,6/17/2009 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Washington,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,Variable,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Sideshift & Tip,"14""",,,,,,,,,,,,,,,
452,16,831,448,753,5385,1157360,14500,1066996,4579,121,3.0,2000,4050.0,Low,5/15/2008 0:00,210LE,210,LE,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,California,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
707,782,626,808,774,69383,1346929,41000,897111,7271,132,6.0,1984,,,4/26/1991 0:00,936,936,,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Tennessee,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
29,815,989,182,545,306692,2257586,12500,1435252,2752,136,1.0,1995,0.0,,6/9/2010 0:00,D4CIII,D4,C,III,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Michigan,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
819,841,746,386,42,301651,2244700,23500,851105,3567,136,2.0,1995,0.0,,2/9/2009 0:00,446B,446,B,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
424,141,641,79,812,292910,2214689,10000,1418474,7469,136,1.0,1953,0.0,,9/21/2007 0:00,D7,D7,,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Minnesota,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
675,719,517,419,934,46788,1288657,36000,1324688,3238,132,7.0,1997,,,4/19/2002 0:00,850G,850,G,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",South Carolina,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
6,938,141,682,645,142334,1508258,30000,1110899,4138,132,1.0,1970,,,3/19/2003 0:00,D7F,D7,F,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
667,334,751,357,179,257717,1789316,31500,1160854,35992,132,2.0,2007,,,9/28/2007 0:00,335,335,,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
509,234,744,101,231,272315,1812945,10000,1383947,17312,132,5.0,2005,,,11/14/2008 0:00,S205,S205,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Connecticut,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
110,371,596,512,405,110837,1445413,41000,1221177,3362,132,1.0,1977,,,3/28/1996 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Colorado,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,Yes,Yes,None or Unspecified,Sideshift & Tip,"14""",,,,,,,,,,,,,,,
425,948,853,575,298,127996,1476106,33000,1306439,7277,132,4.0,1976,,,2/11/1994 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
22,12,223,881,532,319345,2298451,46000,283087,1130,136,1.0,2001,0.0,,10/15/2008 0:00,315CL,315,C,,L,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 2""",Hydraulic,Yes,Triple,,,,,
11,796,384,480,357,79642,1374731,33000,1307653,3415,132,1.0,1990,,,12/4/2001 0:00,235C,235,C,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
886,204,261,593,526,248680,1761766,26000,1429809,5269,132,27.0,2000,,,12/29/2006 0:00,D39P,D39,P,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",North Carolina,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
952,352,165,524,141,8697,1168610,67000,363163,1218,121,3.0,2005,2543.0,Medium,3/12/2009 0:00,325CL,325,C,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
408,205,811,580,886,279021,1852373,5500,1372503,18677,132,1.0,1999,,,6/24/2008 0:00,SL6635,SL6635,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,North Carolina,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
478,309,928,734,983,121061,1463485,28000,1536891,7057,132,9.0,1993,,,5/15/2003 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,"8' 2""",None or Unspecified,None or Unspecified,Triple,,,,,
547,206,693,356,435,391727,4395183,42500,1743634,5893,172,1.0,2001,16055.0,High,7/9/2009 0:00,L90D,L90,D,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
442,175,662,221,806,322250,2308682,125000,12671,1630,136,7.0,2007,2200.0,Medium,9/9/2009 0:00,D6RIIIXL,D6,R,III,XL,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Alabama,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Semi U,Differential Steer,,
714,310,728,942,128,117061,1455118,56000,1406009,4147,132,1.0,1975,,,6/23/1999 0:00,D8K,D8,K,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Wyoming,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
974,247,239,522,469,106033,1434317,50000,297218,7057,132,6.0,1995,,,5/5/1998 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,30 inch,"9' 10""",None or Unspecified,None or Unspecified,Double,,,,,
573,923,333,276,299,337936,2351877,27500,1760445,4607,136,1.0,2005,2875.0,High,9/17/2008 0:00,310SG,310,SG,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Illinois,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
801,107,820,490,395,14081,1185289,25500,1054027,3877,121,3.0,1000,33218.0,High,12/11/2008 0:00,980C,980,C,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Oklahoma,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
352,533,279,225,541,6154,1160034,10500,1049277,22074,121,3.0,2006,827.0,Medium,8/6/2009 0:00,325,325,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Virginia,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Auxiliary,,,,,,Hydraulic,Yes,None or Unspecified,Standard,,,,,,,,,,,
756,973,579,14,73,192901,1630074,16500,1527912,4604,132,4.0,1997,,,2/10/2003 0:00,310E,310,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
360,901,377,546,544,295600,2226551,60000,1369283,3879,136,1.0,1999,0.0,,12/16/2009 0:00,980G,980,G,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Missouri,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
137,974,538,812,649,319517,2298762,75000,610274,1130,136,1.0,2006,0.0,,3/25/2009 0:00,315CL,315,C,,L,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 6""",None or Unspecified,Yes,Triple,,,,,
220,34,187,430,705,265189,1801435,7200,1331379,9550,132,4.0,1998,,,10/4/2001 0:00,753,753,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Ohio,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
279,187,38,369,933,255736,1775961,48000,1208565,328,132,6.0,1000,1900.0,Medium,10/15/1996 0:00,PC120-5,PC120,,-5,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Maine,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
351,182,19,865,189,287329,2202560,5700,1650699,3112,136,,1998,0.0,,4/2/2009 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Mississippi,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
737,88,198,715,245,376684,2736624,19500,1925263,17391,149,2.0,2008,158.0,Low,1/29/2011 0:00,C175,C175,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
492,604,788,776,235,112192,1447532,55000,1097337,3362,132,1.0,1987,,,12/13/2000 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Texas,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,14',Low Profile,No,Base + 1 Function,Yes,Yes,None or Unspecified,Sideshift & Tip,"14""",,,,,,,,,,,,,,,
66,275,797,764,829,180707,1613382,42500,1272592,4702,132,1.0,2005,,,10/14/2009 0:00,544J,544,J,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Standard,Conventional
732,665,835,367,495,181701,1615153,13500,1161631,4792,132,2.0,1983,,,12/4/1998 0:00,710B,710,B,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
429,47,940,725,309,260147,1794190,6750,1325134,9515,132,4.0,1000,,,2/7/2005 0:00,443,443,,,,,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
855,797,664,80,860,130535,1483058,91000,262116,3350,132,10.0,1995,,,5/6/1998 0:00,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,South Carolina,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,Low Profile,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Sideshift & Tip,None or Unspecified,,,,,,,,,,,,,,,
824,178,720,163,820,384538,4314823,72000,2278491,11390,172,1.0,2007,0.0,,11/15/2011 0:00,160CLC,160,C,,LC,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
338,505,633,811,923,318682,2296410,45000,1260848,3468,136,1.0,2001,0.0,,11/28/2007 0:00,312C,312,C,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
166,154,245,935,218,166123,1590636,8750,1194577,4721,132,27.0,1000,,,4/16/2009 0:00,570A,570,A,,,,Motorgrader - 45.0 to 130.0 Horsepower,North Carolina,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
189,108,961,612,29,261597,1796805,8000,1547752,9555,132,1.0,1994,,,4/8/1999 0:00,7753,7753,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Georgia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
258,823,381,320,163,346582,2398337,60000,1398990,524,136,1.0,2001,0.0,,6/26/2008 0:00,PC600LC6,PC600,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Base + 1 Function,,,,,,,,,,,,,,,,,,,,
223,422,265,596,497,3523,1151066,42000,1008957,4862,121,3.0,1998,8115.0,Medium,12/7/2006 0:00,TC44H,TC44,H,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Washington,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,Manual,,,,,,,,,,,,,Standard,Conventional
528,229,17,412,999,292066,2211066,32500,1274678,3180,136,1.0,2004,1618.0,Medium,6/24/2009 0:00,580SUPER M,580,SUPER M,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Maryland,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
536,881,60,760,311,399276,6305736,42500,1407445,216,149,1.0,2006,,,7/19/2011 0:00,D39PX-21,D39,PX,-21,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Maryland,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
999,717,368,737,373,93489,1404871,21000,860808,7110,132,2.0,1988,,,12/9/1995 0:00,416,416,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Pennsylvania,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
823,475,637,56,720,98990,1416519,34000,1548282,3357,132,1.0,1980,,,3/11/2003 0:00,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Colorado,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,Yes,Yes,None or Unspecified,None or Unspecified,"14""",,,,,,,,,,,,,,,
848,826,634,523,947,390917,4380250,9500,2288931,17440,172,1.0,2001,3267.0,Medium,3/11/2010 0:00,LS180,LS180,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
343,268,37,664,776,313304,2276345,16000,1303941,4123,136,1.0,1970,0.0,,3/12/2008 0:00,D6C,D6,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Missouri,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
551,895,92,549,332,124589,1469674,50000,1202450,3783,132,4.0,1998,,,2/9/2004 0:00,928G,928,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
981,966,731,268,972,50604,1293288,30000,1266589,3178,132,1.0,1999,,,12/7/2004 0:00,580SUPER L,580,SUPER L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Colorado,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
727,134,307,110,341,399148,6304524,32000,1820419,28584,149,1.0,1999,,,9/14/2011 0:00,PC220LC6LE,PC220,LC,6,LE,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
277,656,939,21,8,350181,2412394,25000,1271817,634,136,1.0,1000,0.0,,12/13/2007 0:00,WA450-2,WA450,,-2,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Colorado,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
377,48,467,904,55,29012,1260089,12500,1447558,3164,132,11.0,1979,,,9/6/2000 0:00,580C,580,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Mississippi,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
43,559,859,576,744,300464,2242071,11000,1300428,7014,136,1.0,2000,0.0,,3/25/2008 0:00,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
945,278,470,373,51,28093,1257453,16500,1521214,3170,132,1.0,1987,,,5/2/1996 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Nevada,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
93,836,563,789,287,22226,1216205,44000,1069518,77,121,3.0,1000,12832.0,Medium,8/18/2011 0:00,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
281,170,468,913,596,241987,1747194,36000,1097655,328,132,1.0,1994,,,8/18/1998 0:00,PC120-5,PC120,,-5,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 10""",None or Unspecified,None or Unspecified,Double,,,,,
506,845,614,544,244,1324,1143708,14000,1009721,4606,121,3.0,1997,7601.0,Medium,8/26/2011 0:00,310SE,310,SE,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,Yes,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
473,214,908,748,852,133579,1490468,34500,7197,4199,132,2.0,1993,,,2/5/1997 0:00,E110B,E110,B,,,Small,"Hydraulic Excavator, Track - 11.0 to 12.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
242,4,544,436,858,1781,1145206,68000,603592,1623,121,3.0,1999,4916.0,Medium,3/11/2004 0:00,D6MLGP,D6,M,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,
744,463,328,487,443,31645,1264042,9000,1314977,3207,132,23.0,1000,,,11/16/1996 0:00,680G,680,,,G,,Backhoe Loader - Unidentified,Pennsylvania,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
427,704,53,570,265,134215,1491466,21000,1283145,4107,132,22.0,1987,,,12/14/2002 0:00,D4H,D4,H,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Minnesota,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
